Summary,Issue key,Issue id,Issue Type,Status,Project key,Project name,Project type,Project lead,Project lead id,Project description,Priority,Resolution,Assignee,Assignee Id,Reporter,Reporter Id,Creator,Creator Id,Created,Updated,Last Viewed,Resolved,Due date,Votes,Description,Environment,Watchers,Watchers,Watchers Id,Watchers Id,Original estimate,Remaining Estimate,Time Spent,Work Ratio,Σ Original Estimate,Σ Remaining Estimate,Σ Time Spent,Security Level,Custom field (Development),Custom field (Goals),Custom field (Issue color),Custom field (Rank),Sprint,Custom field (Start date),Custom field (Story point estimate),Team Id,Team Name,Custom field (Vulnerability),Comment,Parent,Parent key,Parent summary,Status Category,Status Category Changed
Consultar reportes como familiar,IN-138,10182,Story,For Review,IN,Proyecto InclusiON,software,Mirko Ivo Wlk,5f5ac84710d187006f3f2792,,Medium,,Mirko Ivo Wlk,5f5ac84710d187006f3f2792,Mirko Ivo Wlk,5f5ac84710d187006f3f2792,Mirko Ivo Wlk,5f5ac84710d187006f3f2792,26/Mar/26 2:08 AM,14/Apr/26 2:10 PM,10/Apr/26 8:40 AM,,,0,Motor Adaptativo (MDA) y Reportes,,Mirko Ivo Wlk,,5f5ac84710d187006f3f2792,,,,,,,,,,,,,0|i000v3:,Tablero Sprint 5,,,,,,,,,,In Progress,14/Apr/26 2:09 PM
Consulta de reportes por profesional,IN-137,10181,Task,For Review,IN,Proyecto InclusiON,software,Mirko Ivo Wlk,5f5ac84710d187006f3f2792,,Medium,,Fernando Aparicio,712020:928ce4a6-7177-46b7-b0cf-1a43fac7c8f7,Mirko Ivo Wlk,5f5ac84710d187006f3f2792,Mirko Ivo Wlk,5f5ac84710d187006f3f2792,26/Mar/26 2:08 AM,06/Apr/26 11:30 AM,06/Apr/26 11:30 AM,,,0,Motor Adaptativo (MDA) y Reportes,,Mirko Ivo Wlk,,5f5ac84710d187006f3f2792,,,,,,,,,,,,,0|i000uv:,Tablero Sprint 5,,,,,,,,,,In Progress,06/Apr/26 12:54 AM
"Creacion de reporte de progreso (tipo, periodo, contenido)",IN-136,10180,Story,Backlog,IN,Proyecto InclusiON,software,Mirko Ivo Wlk,5f5ac84710d187006f3f2792,,Medium,,,,Mirko Ivo Wlk,5f5ac84710d187006f3f2792,Mirko Ivo Wlk,5f5ac84710d187006f3f2792,26/Mar/26 2:08 AM,26/Mar/26 2:08 AM,,,,0,Motor Adaptativo (MDA) y Reportes,,Mirko Ivo Wlk,,5f5ac84710d187006f3f2792,,,,,,,,,,,,,0|i000un:,,,,,,,,,,,To Do,26/Mar/26 2:08 AM
Busqueda semantica de actividades por lenguaje natural,IN-135,10179,Story,Backlog,IN,Proyecto InclusiON,software,Mirko Ivo Wlk,5f5ac84710d187006f3f2792,,Medium,,,,Mirko Ivo Wlk,5f5ac84710d187006f3f2792,Mirko Ivo Wlk,5f5ac84710d187006f3f2792,26/Mar/26 2:08 AM,26/Mar/26 2:08 AM,,,,0,Motor Adaptativo (MDA) y Reportes,,Mirko Ivo Wlk,,5f5ac84710d187006f3f2792,,,,,,,,,,,,,0|i000uf:,,,,,,,,,,,To Do,26/Mar/26 2:08 AM
Consulta del historial de ajustes (timeline),IN-134,10178,Story,Backlog,IN,Proyecto InclusiON,software,Mirko Ivo Wlk,5f5ac84710d187006f3f2792,,Medium,,,,Mirko Ivo Wlk,5f5ac84710d187006f3f2792,Mirko Ivo Wlk,5f5ac84710d187006f3f2792,26/Mar/26 2:08 AM,26/Mar/26 2:08 AM,,,,0,Motor Adaptativo (MDA) y Reportes,,Mirko Ivo Wlk,,5f5ac84710d187006f3f2792,,,,,,,,,,,,,0|i000u7:,,,,,,,,,,,To Do,26/Mar/26 2:08 AM
Alerta al profesional en estado de frustracion,IN-133,10177,Story,Backlog,IN,Proyecto InclusiON,software,Mirko Ivo Wlk,5f5ac84710d187006f3f2792,,Medium,,,,Mirko Ivo Wlk,5f5ac84710d187006f3f2792,Mirko Ivo Wlk,5f5ac84710d187006f3f2792,26/Mar/26 2:08 AM,26/Mar/26 2:08 AM,,,,0,Motor Adaptativo (MDA) y Reportes,,Mirko Ivo Wlk,,5f5ac84710d187006f3f2792,,,,,,,,,,,,,0|i000tz:,,,,,,,,,,,To Do,26/Mar/26 2:08 AM
Registro de cada ajuste en historial de auditoria,IN-132,10176,Story,Backlog,IN,Proyecto InclusiON,software,Mirko Ivo Wlk,5f5ac84710d187006f3f2792,,Medium,,,,Mirko Ivo Wlk,5f5ac84710d187006f3f2792,Mirko Ivo Wlk,5f5ac84710d187006f3f2792,26/Mar/26 2:08 AM,26/Mar/26 2:08 AM,,,,0,Motor Adaptativo (MDA) y Reportes,,Mirko Ivo Wlk,,5f5ac84710d187006f3f2792,,,,,,,,,,,,,0|i000tr:,,,,,,,,,,,To Do,26/Mar/26 2:08 AM
Aplicacion de ajuste dentro de rangos configurados,IN-131,10175,Story,Backlog,IN,Proyecto InclusiON,software,Mirko Ivo Wlk,5f5ac84710d187006f3f2792,,Medium,,,,Mirko Ivo Wlk,5f5ac84710d187006f3f2792,Mirko Ivo Wlk,5f5ac84710d187006f3f2792,26/Mar/26 2:08 AM,26/Mar/26 2:08 AM,,,,0,Motor Adaptativo (MDA) y Reportes,,Mirko Ivo Wlk,,5f5ac84710d187006f3f2792,,,,,,,,,,,,,0|i000tj:,,,,,,,,,,,To Do,26/Mar/26 2:08 AM
Calculo de ajuste segun estado (Estable/Progresando/Dificultad/Frustracion),IN-130,10174,Story,Backlog,IN,Proyecto InclusiON,software,Mirko Ivo Wlk,5f5ac84710d187006f3f2792,,Medium,,,,Mirko Ivo Wlk,5f5ac84710d187006f3f2792,Mirko Ivo Wlk,5f5ac84710d187006f3f2792,26/Mar/26 2:08 AM,26/Mar/26 2:08 AM,,,,0,Motor Adaptativo (MDA) y Reportes,,Mirko Ivo Wlk,,5f5ac84710d187006f3f2792,,,,,,,,,,,,,0|i000tb:,,,,,,,,,,,To Do,26/Mar/26 2:08 AM
Evaluacion automatica de rendimiento tras cada actividad,IN-129,10173,Story,Backlog,IN,Proyecto InclusiON,software,Mirko Ivo Wlk,5f5ac84710d187006f3f2792,,Medium,,,,Mirko Ivo Wlk,5f5ac84710d187006f3f2792,Mirko Ivo Wlk,5f5ac84710d187006f3f2792,26/Mar/26 2:08 AM,26/Mar/26 2:08 AM,,,,0,Motor Adaptativo (MDA) y Reportes,,Mirko Ivo Wlk,,5f5ac84710d187006f3f2792,,,,,,,,,,,,,0|i000t3:,,,,,,,,,,,To Do,26/Mar/26 2:08 AM
Monitoreo de frustracion (pausa tras 3+ intentos),IN-128,10172,Story,Backlog,IN,Proyecto InclusiON,software,Mirko Ivo Wlk,5f5ac84710d187006f3f2792,,Medium,,Mirko Ivo Wlk,5f5ac84710d187006f3f2792,Mirko Ivo Wlk,5f5ac84710d187006f3f2792,Mirko Ivo Wlk,5f5ac84710d187006f3f2792,26/Mar/26 2:08 AM,24/Apr/26 10:12 PM,27/Apr/26 7:53 PM,,,0,Player y Resolucion de Actividades,,Mirko Ivo Wlk,,5f5ac84710d187006f3f2792,,,,,,,,,,,,,0|i000z2:zzzv,,,,,,,,,,,To Do,26/Mar/26 2:08 AM
Desbloqueo automatico de siguiente actividad si supera umbral,IN-127,10171,Story,Backlog,IN,Proyecto InclusiON,software,Mirko Ivo Wlk,5f5ac84710d187006f3f2792,,Medium,,Mirko Ivo Wlk,5f5ac84710d187006f3f2792,Mirko Ivo Wlk,5f5ac84710d187006f3f2792,Mirko Ivo Wlk,5f5ac84710d187006f3f2792,26/Mar/26 2:08 AM,24/Apr/26 10:12 PM,,,,0,Player y Resolucion de Actividades,,Mirko Ivo Wlk,,5f5ac84710d187006f3f2792,,,,,,,,,,,,,0|i000z2:zzzr,,,,,,,,,,,To Do,26/Mar/26 2:08 AM
Completar actividad y evaluar resultado,IN-126,10170,Story,Backlog,IN,Proyecto InclusiON,software,Mirko Ivo Wlk,5f5ac84710d187006f3f2792,,Medium,,Mirko Ivo Wlk,5f5ac84710d187006f3f2792,Mirko Ivo Wlk,5f5ac84710d187006f3f2792,Mirko Ivo Wlk,5f5ac84710d187006f3f2792,26/Mar/26 2:08 AM,24/Apr/26 10:12 PM,,,,0,Player y Resolucion de Actividades,,Mirko Ivo Wlk,,5f5ac84710d187006f3f2792,,,,,,,,,,,,,0|i000z2:zzzi,,,,,,,,,,,To Do,26/Mar/26 2:08 AM
"Registro de progreso durante ejecucion (intentos, frustracion)",IN-125,10169,Story,Backlog,IN,Proyecto InclusiON,software,Mirko Ivo Wlk,5f5ac84710d187006f3f2792,,Medium,,Mirko Ivo Wlk,5f5ac84710d187006f3f2792,Mirko Ivo Wlk,5f5ac84710d187006f3f2792,Mirko Ivo Wlk,5f5ac84710d187006f3f2792,26/Mar/26 2:08 AM,24/Apr/26 10:12 PM,,,,0,Player y Resolucion de Actividades,,Mirko Ivo Wlk,,5f5ac84710d187006f3f2792,,,,,,,,,,,,,0|i000z2:zzz,,,,,,,,,,,To Do,26/Mar/26 2:08 AM
Player: Completar letra,IN-124,10168,Story,Backlog,IN,Proyecto InclusiON,software,Mirko Ivo Wlk,5f5ac84710d187006f3f2792,,Medium,,Mirko Ivo Wlk,5f5ac84710d187006f3f2792,Mirko Ivo Wlk,5f5ac84710d187006f3f2792,Mirko Ivo Wlk,5f5ac84710d187006f3f2792,26/Mar/26 2:08 AM,24/Apr/26 10:12 PM,,,,0,Player y Resolucion de Actividades,,Mirko Ivo Wlk,,5f5ac84710d187006f3f2792,,,,,,,,,,,,,0|i000z2:zzy,,,,,,,,,,,To Do,26/Mar/26 2:08 AM
Player: Ordenar secuencia,IN-123,10167,Story,Backlog,IN,Proyecto InclusiON,software,Mirko Ivo Wlk,5f5ac84710d187006f3f2792,,Medium,,Mirko Ivo Wlk,5f5ac84710d187006f3f2792,Mirko Ivo Wlk,5f5ac84710d187006f3f2792,Mirko Ivo Wlk,5f5ac84710d187006f3f2792,26/Mar/26 2:08 AM,24/Apr/26 10:12 PM,,,,0,Player y Resolucion de Actividades,,Mirko Ivo Wlk,,5f5ac84710d187006f3f2792,,,,,,,,,,,,,0|i000z2:zzx,,,,,,,,,,,To Do,26/Mar/26 2:08 AM
Player: Emparejar imagen-palabra,IN-122,10166,Story,Backlog,IN,Proyecto InclusiON,software,Mirko Ivo Wlk,5f5ac84710d187006f3f2792,,Medium,,Mirko Ivo Wlk,5f5ac84710d187006f3f2792,Mirko Ivo Wlk,5f5ac84710d187006f3f2792,Mirko Ivo Wlk,5f5ac84710d187006f3f2792,26/Mar/26 2:08 AM,24/Apr/26 10:12 PM,,,,0,Player y Resolucion de Actividades,,Mirko Ivo Wlk,,5f5ac84710d187006f3f2792,,,,,,,,,,,,,0|i000z2:zzv,,,,,,,,,,,To Do,26/Mar/26 2:08 AM
Player: Suma visual,IN-121,10165,Story,Backlog,IN,Proyecto InclusiON,software,Mirko Ivo Wlk,5f5ac84710d187006f3f2792,,Medium,,Mirko Ivo Wlk,5f5ac84710d187006f3f2792,Mirko Ivo Wlk,5f5ac84710d187006f3f2792,Mirko Ivo Wlk,5f5ac84710d187006f3f2792,26/Mar/26 2:08 AM,24/Apr/26 10:12 PM,,,,0,Player y Resolucion de Actividades,,Mirko Ivo Wlk,,5f5ac84710d187006f3f2792,,,,,,,,,,,,,0|i000z2:zzr,,,,,,,,,,,To Do,26/Mar/26 2:08 AM
Player: Seleccion de figuras,IN-120,10164,Story,Backlog,IN,Proyecto InclusiON,software,Mirko Ivo Wlk,5f5ac84710d187006f3f2792,,Medium,,Mirko Ivo Wlk,5f5ac84710d187006f3f2792,Mirko Ivo Wlk,5f5ac84710d187006f3f2792,Mirko Ivo Wlk,5f5ac84710d187006f3f2792,26/Mar/26 2:08 AM,24/Apr/26 10:12 PM,,,,0,Player y Resolucion de Actividades,,Mirko Ivo Wlk,,5f5ac84710d187006f3f2792,,,,,,,,,,,,,0|i000z2:zzi,,,,,,,,,,,To Do,26/Mar/26 2:08 AM
Inicio de actividad (registro de respuesta),IN-119,10163,Story,Backlog,IN,Proyecto InclusiON,software,Mirko Ivo Wlk,5f5ac84710d187006f3f2792,,Medium,,Mirko Ivo Wlk,5f5ac84710d187006f3f2792,Mirko Ivo Wlk,5f5ac84710d187006f3f2792,Mirko Ivo Wlk,5f5ac84710d187006f3f2792,26/Mar/26 2:08 AM,24/Apr/26 10:12 PM,,,,0,Player y Resolucion de Actividades,,Mirko Ivo Wlk,,5f5ac84710d187006f3f2792,,,,,,,,,,,,,0|i000z2:zz,,,,,,,,,,,To Do,26/Mar/26 2:08 AM
Carga de asignacion con contenido completo,IN-118,10162,Story,Backlog,IN,Proyecto InclusiON,software,Mirko Ivo Wlk,5f5ac84710d187006f3f2792,,Medium,,Mirko Ivo Wlk,5f5ac84710d187006f3f2792,Mirko Ivo Wlk,5f5ac84710d187006f3f2792,Mirko Ivo Wlk,5f5ac84710d187006f3f2792,26/Mar/26 2:08 AM,24/Apr/26 10:12 PM,,,,0,Player y Resolucion de Actividades,,Mirko Ivo Wlk,,5f5ac84710d187006f3f2792,,,,,,,,,,,,,0|i000z2:zy,,,,,,,,,,,To Do,26/Mar/26 2:08 AM
"Visualizacion del roadmap (vista estudiante, estilo Duolingo)",IN-117,10161,Story,Backlog,IN,Proyecto InclusiON,software,Mirko Ivo Wlk,5f5ac84710d187006f3f2792,,Medium,,Mirko Ivo Wlk,5f5ac84710d187006f3f2792,Mirko Ivo Wlk,5f5ac84710d187006f3f2792,Mirko Ivo Wlk,5f5ac84710d187006f3f2792,26/Mar/26 2:08 AM,24/Apr/26 10:12 PM,,,,0,Player y Resolucion de Actividades,,Mirko Ivo Wlk,,5f5ac84710d187006f3f2792,,,,,,,,,,,,,0|i000z2:zx,,,,,,,,,,,To Do,26/Mar/26 2:08 AM
Configuracion del motor adaptativo por actividad,IN-116,10160,Story,Backlog,IN,Proyecto InclusiON,software,Mirko Ivo Wlk,5f5ac84710d187006f3f2792,,Medium,,Mirko Ivo Wlk,5f5ac84710d187006f3f2792,Mirko Ivo Wlk,5f5ac84710d187006f3f2792,Mirko Ivo Wlk,5f5ac84710d187006f3f2792,26/Mar/26 2:08 AM,24/Apr/26 10:12 PM,,,,0,Plan de Trabajo (Roadmap),,Mirko Ivo Wlk,,5f5ac84710d187006f3f2792,,,,,,,,,,,,,0|i000z2:zv,,,,,,,,,,,To Do,26/Mar/26 2:08 AM
Eliminacion de actividad del roadmap,IN-115,10159,Story,Backlog,IN,Proyecto InclusiON,software,Mirko Ivo Wlk,5f5ac84710d187006f3f2792,,Medium,,Mirko Ivo Wlk,5f5ac84710d187006f3f2792,Mirko Ivo Wlk,5f5ac84710d187006f3f2792,Mirko Ivo Wlk,5f5ac84710d187006f3f2792,26/Mar/26 2:08 AM,24/Apr/26 10:11 PM,,,,0,Plan de Trabajo (Roadmap),,Mirko Ivo Wlk,,5f5ac84710d187006f3f2792,,,,,,,,,,,,,0|i000z2:zr,,,,,,,,,,,To Do,26/Mar/26 2:08 AM
Desbloqueo manual de actividad,IN-114,10158,Story,Backlog,IN,Proyecto InclusiON,software,Mirko Ivo Wlk,5f5ac84710d187006f3f2792,,Medium,,Mirko Ivo Wlk,5f5ac84710d187006f3f2792,Mirko Ivo Wlk,5f5ac84710d187006f3f2792,Mirko Ivo Wlk,5f5ac84710d187006f3f2792,26/Mar/26 2:08 AM,24/Apr/26 10:11 PM,,,,0,Plan de Trabajo (Roadmap),,Mirko Ivo Wlk,,5f5ac84710d187006f3f2792,,,,,,,,,,,,,0|i000z2:zi,,,,,,,,,,,To Do,26/Mar/26 2:08 AM
Reordenamiento de actividades drag-drop,IN-113,10157,Story,Backlog,IN,Proyecto InclusiON,software,Mirko Ivo Wlk,5f5ac84710d187006f3f2792,,Medium,,Mirko Ivo Wlk,5f5ac84710d187006f3f2792,Mirko Ivo Wlk,5f5ac84710d187006f3f2792,Mirko Ivo Wlk,5f5ac84710d187006f3f2792,26/Mar/26 2:08 AM,24/Apr/26 10:11 PM,,,,0,Plan de Trabajo (Roadmap),,Mirko Ivo Wlk,,5f5ac84710d187006f3f2792,,,,,,,,,,,,,0|i000z2:z,,,,,,,,,,,To Do,26/Mar/26 2:08 AM
Definir orden secuencial y umbral de desbloqueo,IN-112,10156,Story,Backlog,IN,Proyecto InclusiON,software,Mirko Ivo Wlk,5f5ac84710d187006f3f2792,,Medium,,Mirko Ivo Wlk,5f5ac84710d187006f3f2792,Mirko Ivo Wlk,5f5ac84710d187006f3f2792,Mirko Ivo Wlk,5f5ac84710d187006f3f2792,26/Mar/26 2:08 AM,24/Apr/26 10:11 PM,,,,0,Plan de Trabajo (Roadmap),,Mirko Ivo Wlk,,5f5ac84710d187006f3f2792,,,,,,,,,,,,,0|i000z2:y,,,,,,,,,,,To Do,26/Mar/26 2:08 AM
Agregar actividades al roadmap por area,IN-111,10155,Story,Backlog,IN,Proyecto InclusiON,software,Mirko Ivo Wlk,5f5ac84710d187006f3f2792,,Medium,,Mirko Ivo Wlk,5f5ac84710d187006f3f2792,Mirko Ivo Wlk,5f5ac84710d187006f3f2792,Mirko Ivo Wlk,5f5ac84710d187006f3f2792,26/Mar/26 2:08 AM,24/Apr/26 10:11 PM,,,,0,Plan de Trabajo (Roadmap),,Mirko Ivo Wlk,,5f5ac84710d187006f3f2792,,,,,,,,,,,,,0|i000z2:x,,,,,,,,,,,To Do,26/Mar/26 2:08 AM
Creacion del roadmap por persona,IN-110,10154,Story,Backlog,IN,Proyecto InclusiON,software,Mirko Ivo Wlk,5f5ac84710d187006f3f2792,,Medium,,Mirko Ivo Wlk,5f5ac84710d187006f3f2792,Mirko Ivo Wlk,5f5ac84710d187006f3f2792,Mirko Ivo Wlk,5f5ac84710d187006f3f2792,26/Mar/26 2:08 AM,24/Apr/26 10:11 PM,,,,0,Plan de Trabajo (Roadmap),,Mirko Ivo Wlk,,5f5ac84710d187006f3f2792,,,,,,,,,,,,,0|i000z2:v,,,,,,,,,,,To Do,26/Mar/26 2:08 AM
Desactivacion de actividad,IN-109,10153,Story,Backlog,IN,Proyecto InclusiON,software,Mirko Ivo Wlk,5f5ac84710d187006f3f2792,,Medium,,Mirko Ivo Wlk,5f5ac84710d187006f3f2792,Mirko Ivo Wlk,5f5ac84710d187006f3f2792,Mirko Ivo Wlk,5f5ac84710d187006f3f2792,26/Mar/26 2:08 AM,24/Apr/26 10:11 PM,,,,0,Gestion de Actividades,,Mirko Ivo Wlk,,5f5ac84710d187006f3f2792,,,,,,,,,,,,,0|i000z2:r,,,,,,,,,,,To Do,26/Mar/26 2:08 AM
Edicion de actividad propia,IN-108,10152,Story,Backlog,IN,Proyecto InclusiON,software,Mirko Ivo Wlk,5f5ac84710d187006f3f2792,,Medium,,Mirko Ivo Wlk,5f5ac84710d187006f3f2792,Mirko Ivo Wlk,5f5ac84710d187006f3f2792,Mirko Ivo Wlk,5f5ac84710d187006f3f2792,26/Mar/26 2:08 AM,24/Apr/26 10:11 PM,,,,0,Gestion de Actividades,,Mirko Ivo Wlk,,5f5ac84710d187006f3f2792,,,,,,,,,,,,,0|i000z2:i,,,,,,,,,,,To Do,26/Mar/26 2:08 AM
Consulta del catalogo de actividades (propias + estandar),IN-107,10151,Story,Backlog,IN,Proyecto InclusiON,software,Mirko Ivo Wlk,5f5ac84710d187006f3f2792,,Medium,,Mirko Ivo Wlk,5f5ac84710d187006f3f2792,Mirko Ivo Wlk,5f5ac84710d187006f3f2792,Mirko Ivo Wlk,5f5ac84710d187006f3f2792,26/Mar/26 2:08 AM,24/Apr/26 10:11 PM,,,,0,Gestion de Actividades,,Mirko Ivo Wlk,,5f5ac84710d187006f3f2792,,,,,,,,,,,,,0|i000z2:,,,,,,,,,,,To Do,26/Mar/26 2:08 AM
Integracion de pictogramas ARASAAC,IN-106,10150,Story,Backlog,IN,Proyecto InclusiON,software,Mirko Ivo Wlk,5f5ac84710d187006f3f2792,,Medium,,Mirko Ivo Wlk,5f5ac84710d187006f3f2792,Mirko Ivo Wlk,5f5ac84710d187006f3f2792,Mirko Ivo Wlk,5f5ac84710d187006f3f2792,26/Mar/26 2:08 AM,24/Apr/26 10:11 PM,,,,0,Gestion de Actividades,,Mirko Ivo Wlk,,5f5ac84710d187006f3f2792,,,,,,,,,,,,,0|i000z1:,,,,,,,,,,,To Do,26/Mar/26 2:08 AM
"Creacion de actividad con wizard (area, template, contenido, metadatos)",IN-105,10149,Story,Backlog,IN,Proyecto InclusiON,software,Mirko Ivo Wlk,5f5ac84710d187006f3f2792,,Medium,,Mirko Ivo Wlk,5f5ac84710d187006f3f2792,Mirko Ivo Wlk,5f5ac84710d187006f3f2792,Mirko Ivo Wlk,5f5ac84710d187006f3f2792,26/Mar/26 2:08 AM,24/Apr/26 10:11 PM,,,,0,Gestion de Actividades,,Mirko Ivo Wlk,,5f5ac84710d187006f3f2792,,,,,,,,,,,,,0|i000yz:,,,,,,,,,,,To Do,26/Mar/26 2:08 AM
Consulta de categorias de actividad (catalogo),IN-104,10148,Story,For Review,IN,Proyecto InclusiON,software,Mirko Ivo Wlk,5f5ac84710d187006f3f2792,,Medium,,Mirko Ivo Wlk,5f5ac84710d187006f3f2792,Mirko Ivo Wlk,5f5ac84710d187006f3f2792,Mirko Ivo Wlk,5f5ac84710d187006f3f2792,26/Mar/26 2:08 AM,07/Apr/26 2:30 PM,,,,0,Gestion de Actividades,,Mirko Ivo Wlk,,5f5ac84710d187006f3f2792,,,,,,,,,,,,,0|i000ji:z,Tablero Sprint 4,,,,,,,,,,In Progress,07/Apr/26 2:30 PM
Consulta de tipos de template (catalogo),IN-103,10147,Story,For Review,IN,Proyecto InclusiON,software,Mirko Ivo Wlk,5f5ac84710d187006f3f2792,,Medium,,Mirko Ivo Wlk,5f5ac84710d187006f3f2792,Mirko Ivo Wlk,5f5ac84710d187006f3f2792,Mirko Ivo Wlk,5f5ac84710d187006f3f2792,26/Mar/26 2:08 AM,07/Apr/26 2:30 PM,,,,0,Gestion de Actividades,,Mirko Ivo Wlk,,5f5ac84710d187006f3f2792,,,,,,,,,,,,,0|i000ji:y,Tablero Sprint 4,,,,,,,,,,In Progress,07/Apr/26 2:30 PM
Pantalla de bienvenida (persona con discapacidad),IN-102,10146,Story,Backlog,IN,Proyecto InclusiON,software,Mirko Ivo Wlk,5f5ac84710d187006f3f2792,,Medium,,,,Mirko Ivo Wlk,5f5ac84710d187006f3f2792,Mirko Ivo Wlk,5f5ac84710d187006f3f2792,26/Mar/26 2:08 AM,14/Apr/26 2:09 PM,,,,0,Administracion de Cuentas y Onboarding,,Mirko Ivo Wlk,,5f5ac84710d187006f3f2792,,,,,,,,,,,,,0|i000t2:zi,,,,,,,,,,,To Do,26/Mar/26 2:08 AM
Pantalla de bienvenida (familiar),IN-101,10145,Story,Backlog,IN,Proyecto InclusiON,software,Mirko Ivo Wlk,5f5ac84710d187006f3f2792,,Medium,,,,Mirko Ivo Wlk,5f5ac84710d187006f3f2792,Mirko Ivo Wlk,5f5ac84710d187006f3f2792,26/Mar/26 2:08 AM,14/Apr/26 2:09 PM,,,,0,Administracion de Cuentas y Onboarding,,Mirko Ivo Wlk,,5f5ac84710d187006f3f2792,,,,,,,,,,,,,0|i000t2:z,,,,,,,,,,,To Do,26/Mar/26 2:08 AM
Tour guiado del portal (profesional),IN-100,10144,Story,Backlog,IN,Proyecto InclusiON,software,Mirko Ivo Wlk,5f5ac84710d187006f3f2792,,Medium,,,,Mirko Ivo Wlk,5f5ac84710d187006f3f2792,Mirko Ivo Wlk,5f5ac84710d187006f3f2792,26/Mar/26 2:08 AM,14/Apr/26 2:09 PM,,,,0,Administracion de Cuentas y Onboarding,,Mirko Ivo Wlk,,5f5ac84710d187006f3f2792,,,,,,,,,,,,,0|i000t2:y,,,,,,,,,,,To Do,26/Mar/26 2:08 AM
Wizard de completado de perfil (profesional),IN-99,10143,Story,Backlog,IN,Proyecto InclusiON,software,Mirko Ivo Wlk,5f5ac84710d187006f3f2792,,Medium,,,,Mirko Ivo Wlk,5f5ac84710d187006f3f2792,Mirko Ivo Wlk,5f5ac84710d187006f3f2792,26/Mar/26 2:08 AM,14/Apr/26 2:09 PM,,,,0,Administracion de Cuentas y Onboarding,,Mirko Ivo Wlk,,5f5ac84710d187006f3f2792,,,,,,,,,,,,,0|i000t2:x,,,,,,,,,,,To Do,26/Mar/26 2:08 AM
Consulta de actividad reciente del usuario,IN-98,10142,Story,Backlog,IN,Proyecto InclusiON,software,Mirko Ivo Wlk,5f5ac84710d187006f3f2792,,Medium,,,,Mirko Ivo Wlk,5f5ac84710d187006f3f2792,Mirko Ivo Wlk,5f5ac84710d187006f3f2792,26/Mar/26 2:08 AM,14/Apr/26 2:09 PM,,,,0,Administracion de Cuentas y Onboarding,,Mirko Ivo Wlk,,5f5ac84710d187006f3f2792,,,,,,,,,,,,,0|i000t2:v,,,,,,,,,,,To Do,26/Mar/26 2:08 AM
Reactivacion de cuenta (genera temporal + envio email),IN-97,10141,Story,For Review,IN,Proyecto InclusiON,software,Mirko Ivo Wlk,5f5ac84710d187006f3f2792,,Medium,,Mirko Ivo Wlk,5f5ac84710d187006f3f2792,Mirko Ivo Wlk,5f5ac84710d187006f3f2792,Mirko Ivo Wlk,5f5ac84710d187006f3f2792,26/Mar/26 2:08 AM,07/Apr/26 2:30 PM,,,,0,Administracion de Cuentas y Onboarding,,Mirko Ivo Wlk,,5f5ac84710d187006f3f2792,,,,,,,,,,,,,0|i000ji:x,Tablero Sprint 4,,,,,,,,,,In Progress,07/Apr/26 2:30 PM
Desactivacion de cuenta (soft-delete + revocacion de tokens),IN-96,10140,Story,For Review,IN,Proyecto InclusiON,software,Mirko Ivo Wlk,5f5ac84710d187006f3f2792,,Medium,,Mirko Ivo Wlk,5f5ac84710d187006f3f2792,Mirko Ivo Wlk,5f5ac84710d187006f3f2792,Mirko Ivo Wlk,5f5ac84710d187006f3f2792,26/Mar/26 2:08 AM,07/Apr/26 2:30 PM,,,,0,Administracion de Cuentas y Onboarding,,Mirko Ivo Wlk,,5f5ac84710d187006f3f2792,,,,,,,,,,,,,0|i000ji:v,Tablero Sprint 4,,,,,,,,,,In Progress,07/Apr/26 2:30 PM
Reseteo de password ,IN-95,10139,Story,For Review,IN,Proyecto InclusiON,software,Mirko Ivo Wlk,5f5ac84710d187006f3f2792,,Medium,,Mirko Ivo Wlk,5f5ac84710d187006f3f2792,Mirko Ivo Wlk,5f5ac84710d187006f3f2792,Mirko Ivo Wlk,5f5ac84710d187006f3f2792,26/Mar/26 2:08 AM,07/Apr/26 2:31 PM,07/Apr/26 2:31 PM,,,0,"generar password temporal, revocar sesiones, notificar por email",,Mirko Ivo Wlk,,5f5ac84710d187006f3f2792,,,,,,,,,,,,,0|i000ji:r,Tablero Sprint 4,,,,,,,,,,In Progress,07/Apr/26 2:30 PM
Detalle de usuario con entidad asociada,IN-94,10138,Story,For Review,IN,Proyecto InclusiON,software,Mirko Ivo Wlk,5f5ac84710d187006f3f2792,,Medium,,Mirko Ivo Wlk,5f5ac84710d187006f3f2792,Mirko Ivo Wlk,5f5ac84710d187006f3f2792,Mirko Ivo Wlk,5f5ac84710d187006f3f2792,26/Mar/26 2:08 AM,07/Apr/26 2:30 PM,07/Apr/26 2:58 PM,,,0,Administracion de Cuentas y Onboarding,,Mirko Ivo Wlk,,5f5ac84710d187006f3f2792,,,,,,,,,,,,,0|i000ji:i,Tablero Sprint 4,,,,,,,,,,In Progress,07/Apr/26 2:30 PM
